original,simplified_human,simplified_by_model
"지역별로는 동해안으로 미분양 해소가 집중됐다. 앞선 지난해 10월까지 미분양 아파트가 85세대였지만 11월 38세대까지 줄면서 감소 폭이 가장 컸다. 삼척과 강릉은 각각 26세대, 11세대씩 감소한 112세대, 166세대에 그쳤다. 이 밖에 횡성(137세대), 영월(17세대), 평창(235세대)이 각각 3세대, 8세대, 1세대씩 전월보다 줄었다. 이에 강원도에는 지난해 7월부터 줄곧 월별 미분양 아파트가 500세대 이상일 때 지정되는 미분양관리지역이 전무했다.","해안 쪽 지역에서는 미분양 아파트 문제가 많이 해결되고 있어요. 작년 10월까지 미분양 아파트가 85개 세대였는데, 11월에는 38개 세대로 줄어들었어요. 특히 삼척과 강릉은 각각 26개 세대, 11개 세대가 줄었어요. 다른 지역들도 미분양 아파트가 조금씩 줄어들었어요. 강원도는 작년 7월부터 매달 미분양 아파트가 500개 세대 이상일 때 지정되는 미분양관리지역이 없었어요.","지역별로 보면, 동해안에서 미분양 아파트가 많이 줄어들었어요. 작년 10월까지 동해안에 있는 아파트가 85세대였는데, 11월에 38세대까지 줄어들었어요. 삼척과 강릉은 각각 26세대, 11세대씩 줄어들어서 총 112세대, 166세대였어요. 횡성과 영월은 각각 3세대, 8세대, 1세대씩 줄어들어서 총 137세대, 17세대, 235세대였어요. 마지막으로 평창은 23세대, 1세대씩 줄어들어서 총 3세대, 8세대, 1세트로 줄어들었어요.

강원도에서는 작년 7월부터 매달 미분양 아파트가 500세 이상이면 지정된 미분양관리지역이 없었어요. 그래서 올해도 매달 미분양 아파트가 500세 이상이면 지정된 미분양관리지역이 없었어요."
허 의원은 “297만가구가 주거급여를 받을 수 있는 대상자로 볼 때 앞서 주거급여 신청가구(160만가구)를 제외한 137만가구가 혜택을 받지 못한 ‘복지 사각지대’에 놓여 있다”고 주장했다.,"허 의원은 “297만 가구가 주거급여를 받을 수 있는 사람들인데, 그 중에서 이미 신청한 160만 가구를 제외하면 137만 가구는 도움을 받지 못하고 있어요. 이들은 복지 혜택을 받지 못하는 ‘사각지대’에 있는 거예요.”라고 말했습니다.","허 의원은 “297만 가구가 주거급여를 받을 수 있는 사람으로 생각하면, 앞서 주거급여를 신청한 160만 가구와 다른 137만 가구는 혜택을 받지 못한 '복지 사각지대'에 있는 사람들입니다.""라고 말했습니다."
김진태 지사의 레고랜드 개발 사업을 위해 강원도가 설립한 강원중도개발공사(GJC)의 회생 신청으로 촉발된 ‘레고랜드 사태’가 갈수록 점입가경이다. 자칫 정국의 뇌관으로 번질 우려가 크다. 더불어민주당 ‘김진태발 금융위기 진상조사단’이 이태원 참사로 중단됐던 활동을 재개했기 때문이다. 진상조사단은 9일 금융감독원 방문을 시작으로 현장 점검을 추진할 계획이다. 앞서 더불어민주당은 레고랜드 사태를 ‘김진태발 금융위기’로 규정한 상태다. 김 지사가 고의로 부도를 냈다는 의혹을 제기하면서 국정조사 추진과 김 지사의 사퇴를 촉구하고 있다.,"강원도에서 김진태 지사가 만든 레고랜드 개발 사업과 관련된 문제가 점점 더 심각해지고 있어요. 이 문제는 정치적으로도 큰 영향을 미칠 수 있는 상황이에요. 더불어민주당이라는 정당은 '김진태발 금융위기 진상조사단'이라는 팀을 만들어서 이 문제를 조사하기 시작했어요. 이 팀은 9일에 금융감독원이라는 기관을 방문해서 현장 점검을 할 계획이에요. 더불어민주당은 이 문제를 '김진태 지사 때문에 생긴 금융위기'라고 보고 있어요. 그들은 김 지사가 일부러 돈이 부족하게 만들었다고 의심하고, 국정조사를 하자고 요구하고 있어요.","김진태 지사가 레고랜드 개발 사업을 위해 강원도가 만든 강원중도개발공사(GJC)가 돈을 빌릴 수 없는 상황이 생기면서 '레고랜드 사태'가 점점 심각해지고 있어요. 만약 이 사건이 정치에 영향을 줄 수 있다면, 정치적인 문제로 번질 수 있어요. 더불어민주당의 김진태발 금융위기 진상조사단이 이태원 참사로 중단됐던 활동을 다시 시작하면서, 진상조사단은 9일에 금융감독원 방문을 시작할 계획이에요. 이 과정에서 현장에 점검을 진행할 거예요. 이 사건을 '김진태발 금융위기'로 규정하고 있는 더불어민주당은 레고랜드 사태를 이렇게 규정했어요. 김 지사가 돈을 빌리는 것을 의도적으로 썼다는 의혹이 나오면서, 국정조사와 김 지사의 사퇴를 요구하고 있어요."
또 이날 위안/달러 환율이 6.93위안선까지 올라서면서 연고점을 갈아 치운 점도 원/달러 환율에 상승 압력으로 작용했다.,이날 중국의 돈인 위안과 미국의 돈인 달러의 값이 6.93 위안으로 올라갔어요. 이 때문에 한국의 돈인 원과 달러의 값도 같이 올라가는 영향을 받았어요.,"이날 위안과 달러의 환율이 6.93로 올라가면서, 원화와 달러의 환율이 더 높아졌어요. 그래서 원화와 달러의 환율이 오르는 힘이 커졌다는 의미예요."
도는 3일 보도자료를 통해 “회생신청은 강원중도개발공사가 지금까지 불투명한 경영과 비효율적 방식의 토지매각으로 강원도민에게 많은 재정부담을 지우는 것을 최소화하기 위한 것”이라며 “충분한 자산과 실력을 보유한 새로운 개발사업자를 찾아 하중도 관광지 개발사업을 정상화시키기 위한 조치”라고 밝혔다.,"강원중도개발공사가 3일에 발표한 내용에 따르면, 이번에 회생신청을 한 이유는 그동안 회사가 잘못된 경영 방식과 비효율적인 땅 팔기로 강원도민들에게 많은 돈 문제를 일으켰기 때문이라고 해요. 그래서 이제는 충분한 자산과 능력을 가진 새로운 개발업체를 찾아서 하중도 관광지 개발을 정상적으로 진행하기 위한 조치를 취하고 있다고 합니다.",도는 3일 보도자료를 통해 “회생 신청은 강원중도개발공사가 지금까지 불투명한 경영과 비효율적인 방법으로 땅을 팔아 강원도민에게 많은 돈을 부담시키는 것을 줄이기 위해 하는 것”이라고 말했어요. 그리고 “충분한 자산과 능력을 가진 새로운 개발 사업자를 찾아 하중도 관광지를 다시 정상으로 만들기 위해 노력하고 있다”고 덧붙였어요.
강원도는 17일 오전 11시 횡성군 공근면 (주)서울 F&B 회의실에서 ‘강원형 일자리 안심공제’ 만기 기념행사를 갖는다.,강원도는 17일 오전 11시에 횡성군의 서울 F&B 회의실에서 ‘강원형 일자리 안심공제’가 끝나는 것을 축하하는 행사를 열어요.,강원도는 17일 오전 11시에 횡성군 공근면 (주)서울 F&B 회의실에서 '강원형 일자리 안심공제'가 만료되는 기념행사를 열어요.
"특히 이에 따른 도내 농축산물 생산 부진으로 7~8월 도내 농산물 물가는 전년대비 11.0%, 축산물은 4.2% 상승했다고 밝혔다. 배추와 무의 도매 가격은 각각 135.3%와 69.8% 올랐으며 9월 추석 성수기 수요 등으로 상승세가 지속됐다고 설명했다.","특히, 이로 인해 우리 지역에서 농작물과 축산물의 생산이 잘 되지 않아서 7월과 8월 동안 농산물 가격이 작년보다 11.0% 올랐고, 축산물 가격은 4.2% 올랐다고 합니다. 배추와 무의 도매 가격은 각각 135.3%와 69.8%나 올랐고, 9월의 추석 기간 동안 수요가 많아져서 가격이 계속 오르고 있다고 설명했습니다.","특히, 이로 인해 우리 지역에서 농산물 생산이 잘 안 되고 있어서 7월과 8월에 농산물 가격이 작년보다 11.0%와 4.2% 올라갔다고 발표했어요. 특히, 배추와 무의 가격이 각각 135.3%와 69.8% 올랐고, 9월에 추석을 맞아 수요가 늘면서 가격이 계속 오르고 있다고 설명했어요."
"■주민 “삶의 터전 빼앗겨”=주민 30여세대가 거주중인 유만마을은 반곡지구 도시개발사업 구역에 포함됐다. 주민 열람 공고 당시 이를 알게 된 주민들은 ‘삶의 터전을 빼앗긴다’며 반발했다. 도심임에도 상하수도, 도시가스 등 시설도 없이 예비군훈련장의 사격 소음까지 감내했지만 지금까지 일궈놓은 마을에서 쫒겨나게 된다는 이유에서다. 주민들은 ‘LH반곡지구 토지수용 반대추진위원회’를 구성, 지난 14일 원주시청 앞에서 대규모 집회를 개최했다.","■ 주민 “우리 집을 빼앗긴다” = 유만마을에는 30여 가구가 살고 있어요. 그런데 이 마을이 반곡지구라는 도시 개발 구역에 포함되었어요. 주민들이 이 사실을 알게 되었을 때, ""우리의 집과 삶의 터전을 빼앗긴다""며 반대했어요. 이 마을은 도심에 있지만, 물과 전기 같은 기본 시설이 없고, 예비군 훈련장 때문에 총소리도 들려요. 그럼에도 불구하고 주민들은 지금까지 열심히 살아왔는데, 갑자기 쫓겨나게 된다는 것이 너무 슬프고 화가 나요. 그래서 주민들은 'LH반곡지구 토지수용 반대추진위원회'라는 모임을 만들고, 지난 14일 원주시청 앞에서 많은 사람들이 모여서 집회를 열었어요.","주민 30여명이 살고 있는 유만마을은 반곡지구 도시 개발 사업에 포함되었어요. 주민들에게 이 소식을 알린 후, 주민들은 '삶의 터전을 빼앗긴다'고 반대했어요. 반곡지구는 도시 개발을 위해 땅을 빼앗는 곳인데, 이 마을이 이곳에 들어오게 되면, 시설도 없는 예비군 훈련장 소음 때문에 힘들어할 거예요. 지금까지 마을에서 겪은 고통을 생각하면, 이곳에서 나가게 될 거예요. 그래서 주민들은 'LH반곡지구 토지수용 반대추진위원회'라는 단체를 만들어서 지난 14일에 원주시청 앞에서 큰 모임을 열었어요."
산업단지 밖 또는 비공업지역 내 지식산업센터에 입주할 수 있는 도시형 공장 기준도 완화됐다. 지금까지는 폐수배출시설을 설치하는 공장은 도시형 공장 기준에 포함되지 않았지만 개정안은 폐수 전량 재활용 등으로 폐수 배출이 없는 경우 등도 포함했다.,"도시형 공장이란 도시에 있는 작은 공장을 말해요. 이제는 산업단지 밖이나 공장이 없는 지역에서도 이런 도시형 공장을 만들 수 있는 규칙이 더 쉬워졌어요. 예전에는 공장에서 물을 버리는 시설이 있으면 도시형 공장으로 인정받지 못했지만, 이제는 물을 아예 버리지 않고 모두 다시 사용할 수 있는 경우에도 도시형 공장으로 인정받을 수 있게 되었어요.","산업단지 밖이나 비공업지역 안에 있는 공장 기준이 완화되었어요. 지금까지는 폐수 배출시설을 설치해야 하는 공장은 도시형 공장 기준에 포함되지 않았지만, 이제는 폐수 모두를 재활용해서 배출하지 않거나, 배출이 없는 경우에도 포함될 수 있어요."
의정부 시의원 30% 다주택자.…평균재산 7억5천만원,의정부 시의원 중 30%는 여러 채의 집을 가지고 있어요. 이 사람들이 가진 집과 다른 재산을 모두 합치면 평균적으로 7억 5천만 원 정도 된대요.,의정부의 한 시의원 30%가 여러 채의 집을 가지고 있어요. 그들의 평균 재산은 7억 5천만 원이에요.
"강원도내 직계가족간 부동산 거래, 5년새 두배 가까이 급증",강원도에서 가족끼리 땅이나 집을 사고파는 일이 지난 5년 동안 거의 두 배로 늘어났어요.,강원도에서 가족 간의 집 거래가 5년 동안 두 배 가까이 늘어났어요.
"이같은 착공·준공 물량 감소에는 원자재 대란에 따른 자재 값 인상이 영향을 미친 것으로 분석된다. 한국은행에 따르면 2020년 4분기까지 0.3% 수준에 머물렀던 건설자재비 전년 동기 대비 상승률은 지난해 1분기 이후 급등, 최근 28.5%까지 치솟았다. 이에 전국 건설 기업들의 체감경기는 올 4월 기준 69.5를 기록, 23개월 만에 최저 수준으로 떨어지는 등 부진한 모습을 보이고 있다. 통상 착공 물량은 동행 지표, 준공 물량은 후행 지표로 여겨진다. 코로나19와 러시아·우크라이나 전쟁 사태로 심화된 원자재 대란과 자잿값 급등 여파가 착공·준공 물량 감소로 가시화되고 있는 것이다.","최근 건설 현장에서 시작하는 일과 끝내는 일이 줄어들고 있어요. 이 이유는 원자재, 즉 건축에 필요한 재료의 가격이 많이 올랐기 때문이에요. 한국은행의 조사에 따르면, 2020년 4분기에는 건설 자재 가격이 0.3% 정도로 낮았지만, 작년 1분기부터는 가격이 급격히 올라서 최근에는 28.5%까지 상승했어요. 그래서 지금 전국의 건설 회사들은 경기가 좋지 않다고 느끼고 있어요. 4월 기준으로 그들의 경기 지수는 69.5로, 23개월 만에 가장 낮은 수치예요. 일반적으로 착공 물량은 현재 상황을 나타내고, 준공 물량은 과거의 상황을 보여줘요. 코로나19와 러시아-우크라이나 전쟁 때문에 원자재 가격이 많이 올랐고, 이로 인해 건설이 줄어드는 현상이 나타나고 있는 거예요.","이런 건설 물량 감소에는 원자재 가격이 오르는 것이 영향을 미쳤다고 분석되고 있어요. 한국은행에 따르면, 2020년 4분기까지 건설 자재 가격이 0.3%로 유지되었는데, 그 이후로 1년 동안 상승률이 1% 이상 올라서, 최근 28.5%까지 올랐어요. 이런 상승률은 지난해 1분기 이후에 가장 높았고, 최근 28개월 만에 가장 낮은 수준이에요.

건설 물량은 공사가 시작되기 전에 계획된 수량이고, 공사가 끝난 후의 수량이에요. 따라서 착공 물량 감소는 '자재 부족'이라는 문제에서 비롯될 수 있어요.

자재 가격이 오르는 것은 원자재를 구하는 데 드는 비용이 높아지는 것을 의미해요. 이 때문에 건설 회사들이 느끼는 경기가 69.5로 낮아졌어요. 이는 23개월 만에 가장 낮은 수치예요.

통상적으로 건설 물량은 공사가 시작되기 전에 계산되고, 공사가 끝난 후의 수량으로 생각돼요. 코로나19와 러시아"
이와 함께 시는 그동안 혜택 플러스 가맹점이 자발적으로 제공하던 1∼5%의 할인 혜택은 같은 수준의 ‘상생 캐시백’으로 전환해 지급하기로 했다. 시는 또 군·구의 협조를 얻어 추가로 1∼2%의 캐시백 혜택을 제공하기로 했다. 이에 따라 인천e음 사용시 받는 캐시백 혜택은 최대 17%에 육박한다.,인천시는 그동안 가맹점에서 자발적으로 주던 1%에서 5%의 할인 혜택을 '상생 캐시백'이라는 이름으로 바꾸기로 했어요. 그리고 군과 구의 도움을 받아 추가로 1%에서 2%의 캐시백도 더 주기로 했어요. 그래서 인천e음 카드를 사용할 때 받을 수 있는 캐시백 혜택이 최대 17%까지 늘어날 수 있어요.,"이와 함께 인천e음 사용 시에 혜택이 1%에서 5%로 바뀌는 대신, '상생 캐시백'이라는 새로운 혜택을 제공하기로 했어요. 또한, 군과 구의 협력으로 추가로 1%에서 2%의 캐시백 혜택을 제공하기로 했어요. 이렇게 되면 인천e음 사용 시에 받는 캐시백 혜택이 최대 17%에 가까워질 거예요."
유통업체의 자체 할인 행사도 진행된다.,가게에서 자체적으로 할인 행사를 열기도 해요.,유통업체들이 자체적으로 할인 행사도 진행하고 있어요.
문제는 시멘트 수급난이 앞으로 심화될 가능성이 높다는 점이다. 각 시멘트업체들이 러시아 사태 이전에 저장해 놓은 유연탄이 빠르게 소진되고 있어서다. 한찬수 한국시멘트협회 팀장은 “시멘트사들은 화물선 1척 분량의 유연탄을 수입할 때마다 100억원의 손실을 볼 것”이라며 “결국 가격 인상에 제한 공급까지 검토하는 것으로 안다”고 말했다.,문제는 앞으로 시멘트를 만드는 데 필요한 연료인 유연탄이 부족해질 가능성이 크다는 거예요. 시멘트 회사들이 러시아와의 문제 이전에 미리 준비해 놓은 유연탄이 빨리 없어지고 있기 때문이에요. 한국시멘트협회에서 일하는 한찬수 팀장은 “시멘트 회사들은 화물선 하나 분량의 유연탄을 수입할 때마다 100억원의 손해를 보고 있어요. 그래서 결국 시멘트 가격을 올리거나 공급량을 줄이는 방법을 고민하고 있다고 해요.”라고 말했어요.,문제는 앞으로 시멘트를 더 빨리 구할 수 없게 될 가능성이 높다는 거예요. 각 시멘트 회사들이 러시아에서 일어난 일 때문에 미리 저장해 놓은 유연탄이 빨리 사용되고 있어서예요. 한찬수 한국시멘트협회 팀장은 “시멘트 회사들은 1척의 배에서 100억 원의 손실을 볼 수 있을 것”이라고 말했어요. 그리고 “결국 가격이 오르면 공급이 줄어들 것”이라고 덧붙였어요.
경기침체 여파로 소비자들의 지갑이 닫히며 강원도 내 전통시장 체감경기도 얼어붙고 있다. 코로나 이후 누적된 적자에다 영업을 이어 가기 위해 대출에 의존할 수밖에 없는 지역 소상공인과 소기업 등은 더 심각한 위험에 빠질 가능성이 높다는 점에서 대책 마련이 시급하다. 소상공인시장진흥공단이 발표한 ‘2022년 11월 소상공인시장 경기동향 조사’ 결과에 따르면 지난달 도내 전통시장 상인들의 체감경기지수(BSI)는 61.4로 집계됐다. 전월 대비 10.7포인트 하락하며 올 7월(53.6) 이후 4개월 만에 가장 낮은 수준을 기록했다. 이는 전국 17개 시·도 중 제주(-21.6포인트) 다음으로 큰 낙폭이다. 소상공인들이 소비심리 위축에 가장 큰 타격을 입는 만큼 선제적인 지원책이 필요하다.,"요즘 경제가 안 좋아져서 사람들이 돈을 잘 쓰지 않고 있어요. 그래서 강원도에 있는 전통시장이 어려움을 겪고 있어요. 코로나 때문에 이미 많은 가게들이 돈을 잃었고, 계속 가게를 운영하기 위해서 대출을 받아야 하는 소상공인과 작은 기업들이 더 큰 위험에 처할 수 있어요. 그래서 빨리 도와줄 방법이 필요해요.

소상공인시장진흥공단이 발표한 조사에 따르면, 지난달 강원도 전통시장에서 일하는 상인들이 느끼는 경기가 61.4로 나왔어요. 이 숫자는 지난달보다 10.7포인트 떨어졌고, 올해 7월 이후로 가장 낮은 수치예요. 이건 전국 17개 지역 중 제주 다음으로 큰 하락이에요. 소상공인들이 소비자들이 돈을 덜 쓰는 것 때문에 큰 어려움을 겪고 있어서, 미리 도와줄 방법이 필요해요.","경기침체 때문에 사람들이 돈을 쓸 수 없게 되고, 강원도 전통시장에서 사람들이 느끼는 상황이 나빠지고 있어요. 코로나 이후에 돈을 빌려서 영업을 계속해야 하는 소상공인과 작은 가게들은 더 힘든 상황에 놓일 수밖에 없어요. 그래서 빨리 대책을 세워야 해요. 소상공인시장진흥공단이 발표한 '2022년 11월 소상공인시장 경기동향 조사' 결과에 따르면, 지난달 도내 전통시장에서 상인들이 느끼는 경기가 61.4로 나타났어요. 이는 지난달보다 10.7포인트 떨어졌고, 7월 이후로 가장 낮은 수치예요. 이는 전국 17개 시·도 중에서 제주도(-21.6포인트) 다음으로 큰 하락이에요. 소상공인들이 소비심리가 위축되는 가장 큰 영향을 주는 만큼, 미리 도와줄 방법을 빨리 찾아야 해요."
경찰은 지난 7월부터 미추홀구 일대에서 전세 사기로 인한 고소가 잇따르자 전담팀을 꾸리고 수사에 착수해 실소유주 A씨의 존재를 확인했다.,"경찰은 지난 7월부터 미추홀구에서 전세 사기 사건이 많이 발생하자, 특별한 팀을 만들어 수사를 시작했습니다. 그 결과, 실제 집 주인인 A씨가 있다는 것을 확인했습니다.","경찰은 지난 7월부터 미추홀구 지역에서 전세 사기로 인해 소송이 계속 발생하고 있어서, 전담팀을 만들어서 조사에 들어가기로 결정했어요. 조사 결과, 전세 사기로 인해 소유한 집이 있는 A씨가 실제로 존재하는 것을 확인했어요."
"65세 이상 1,029만 가구 예측","65세 이상인 사람들이 사는 집이 1,029만 채가 될 것으로 예상돼요.","65세 이상 1,029만 가구의 예측"
"지지옥션은 서울~양양동서고속도로 개통 이후 외지 수요 유입이 확대된 데 이어 향후 춘천~속초 동서고속화철도, 강릉~제진 동해북부선 철도 등 개발요인이 많아 세컨드하우스 및 임대용 아파트 확보 움직임이 늘고 있다는 분석이다.","지지옥션은 서울에서 양양으로 가는 고속도로가 생긴 이후, 다른 지역에서 사람들이 더 많이 오고 있다는 분석이 있어요. 앞으로 춘천에서 속초로 가는 빠른 기차와 강릉에서 제진으로 가는 동해북부선 기차도 생길 예정이라서, 사람들이 세컨드하우스(두 번째 집)나 임대용 아파트를 더 많이 찾고 있다는 거예요.","지지옥션은 서울에서 양양동서고속도로가 열린 이후, 다른 지역에서 집을 사려고 온 사람들이 더 많이 늘어난 데서, 앞으로 춘천에서 속초까지 연결되는 동서고속도로, 강릉에서 제진까지 연결되는 동해북부선 같은 건설이 많아서, 세컨드하우스와 임대 아파트가 더 많이 필요해지고 있다는 분석이에요."
"이와 관련, 김현수 한은 경기본부 기획금융팀 과장은 “정부의 코로나19 금융지원 등으로 표면상으로는 양호한 대출건전성을 유지했다”면서도 “대출금리 상승과 관련 지원 종료 등의 여건이 변화할 경우 잠재리스크가 현실화될 수 있다”고 우려했다.",김현수 한은 경기본부 기획금융팀 과장은 “정부가 코로나19 때문에 도와준 덕분에 대출 상황은 지금은 괜찮아 보인다”고 말했어요. 하지만 “대출 금리가 오르거나 지원이 끝나면 문제가 생길 수 있다”고 걱정했어요.,"김현수 한은 경기본부 기획금융팀 과장은 “정부가 코로나19로 돈을 지원하면서 대출이 잘 돌아가고 있다고 보이지만, 대출금리가 오르면 문제가 생길 수 있다”고 말했습니다. 그는 “대출금리가 오르고 돈이 줄어들면 위험이 생길 수 있다”고 걱정했습니다."
"재판부는 곧 조합의 행정소송·행정신청에 대해 용인, 기각 결정을 할 예정이다.",법원에서는 곧 조합이 낸 행정소송과 행정신청에 대해 받아들이거나 거절하는 결정을 할 예정이에요.,재판부는 곧 조합이 행정소송이나 행정 신청에 대해 용인에서 승낙하지 않기로 결정할 거예요.
구춘서 신한은행 강원본부장은 “산불지역의 발 빠른 복구가 이뤄질 수 있도록 힘을 보태겠다”고 말했다.,구춘서 신한은행 강원본부장은 “산불이 난 지역이 빨리 다시 좋아질 수 있도록 도와주겠다”고 말했습니다.,신한은행 강원본부의 구춘서 지사는 “산불 지역이 빨리 복구될 수 있도록 도와줄게요”라고 말했어요.
"인천시, 송도역세권조합에 용역·공사·계약·환지변경 등 업무정지","인천시가 송도역 주변에서 일하는 조합에게 일을 멈추라고 했어요. 여기에는 일하는 것, 공사하는 것, 계약하는 것, 땅을 바꾸는 것 등이 포함돼요.",인천시가 송도역 주변에 일하는 회사에 일을 멈추게 하겠다고 발표했어요.
정선아리랑상품권이 정부 예산 삭감에 따라 할인 판매를 종료할 수 밖에 없게 된 가운데 정선군이 정선아리랑상품권 활로 모색에 총력을 기울인다.,정선아리랑상품권이 정부에서 돈을 줄이는 바람에 할인 판매를 끝내야 할 상황이 되었어요. 그래서 정선군에서는 정선아리랑상품권을 더 잘 사용할 방법을 찾기 위해 열심히 노력하고 있어요.,정선아리랑상품권이 정부의 예산이 줄어들어서 할인 판매를 끝낼 수밖에 없게 되었어요. 그래서 정선군이 상품권을 더 잘 활용할 수 있는 방법을 찾아서 열심히 노력하고 있어요.
고물가까지 맞물려 음식량 줄이며 안간힘,"물가가 많이 올라서 음식이 비싸지니까, 사람들이 먹는 양을 줄이려고 노력하고 있어요.",물가가 오르면서 음식의 양을 줄어들고 있어요.
"GJC 관계자는 “도에서 기업회생 신청을 발표한 뒤, 주관사인 BNK투자증권에서 부도처리를 해버려 공사대금 지급을 비롯해 아무런 조치도 할 수 없는 상황”이라며 “도와 공사대금 관련 협의를 거쳐 하청업체들의 피해를 최소화 하도록 조치하겠다”고 밝혔다.","GJC의 한 관계자는 “도에서 회사가 다시 일어설 수 있도록 도와달라고 요청한 후, BNK투자증권이라는 회사가 그 회사를 부도 처리해버려서, 공사비를 지급하는 것 같은 어떤 조치도 할 수 없는 상황이에요”라고 말했습니다. 이어서 “도와 함께 공사비 문제를 논의해서 하청업체들이 피해를 덜 받을 수 있도록 노력하겠다”고 덧붙였습니다.","GJC 관계자는 “도에서 기업이 회생 신청을 발표한 후, BNK투자증권에서 돈을 빼앗아버려서 공사대금을 지급하지도 못하고, 아무런 조치도 할 수 없는 상황이에요”라고 말했어요. “도와 공사대금을 논의한 후에 하청업체들이 피해를 최소화할 수 있도록 조치를 하겠다”고 덧붙였어요."
한편 최근 대통령직 인수위원회가 발표한 다주택자 양도소득세 중과세율 한시적 완화는 다음 달 10일 새 정부 출범 이후에 시행될 전망이다. 기재부는 이날 보도자료에서 “인수위의 다주택자 양도세 중과 한시 배제 조치는 새 정부 출범 이후 새로운 정책 기조하에 마련될 종합적인 부동산 정책 로드맵에 따라 여러 정책과 연계해 검토하고 추진되는 것이 바람직하다”고 덧붙였다.,"최근에 대통령직 인수위원회에서 발표한 내용에 따르면, 여러 채의 집을 가진 사람들이 집을 팔 때 내는 세금이 잠시 줄어들 것으로 보입니다. 이 변화는 다음 달 10일에 새 정부가 시작된 후에 적용될 예정입니다. 기획재정부는 보도자료에서 “인수위원회에서 제안한 이 세금 조정은 새 정부의 부동산 정책과 함께 여러 가지 다른 정책과 연결해서 잘 검토하고 추진하는 것이 좋다”고 말했습니다.",최근 대통령직 인수위원회가 발표한 다주택자 양도소득세 중과세율을 한시적으로 완화하는 계획은 다음 달 10일에 새 정부가 출범한 후 시행될 것 같아요. 기재부는 이날 보도자료에서 “인수위원회가 다주택자 양도소득세 중과세율을 한시적으로 없애는 것은 새 정부 출범 이후에 여러 정책과 연계해 검토하고 추진하는 것이 좋다고 생각합니다”라고 덧붙였습니다.
"기준금리는 이후 같은 해 11월, 올해 1·4·5·7·8월과 이날까지 약 1년 2개월 사이 0.25%포인트씩 여섯 차례, 0.50%포인트 두 차례, 모두 2.50%포인트 높아졌다.","기준금리는 1년 2개월 동안 총 8번 올랐어요. 그 중 6번은 0.25%씩, 2번은 0.50%씩 올랐고, 모두 합쳐서 2.50%가 높아진 거예요.","기준금리는 다음 해 11월, 올해 1·4·5·7·8월, 그리고 오늘까지 약 1년 2개월 동안 0.25%씩 여섯 번, 0.50%씩 두 번 올라갔어요."
"이날 회의에서 각 본점부서 및 지역본부는 부서별 업무보고 시간을 통해 1분기 사업실적 점검 및 2분기 업무계획을 발표했다. 또한 참석자 전원은 각 영업점과 출장소 관할구역 내 현안, 건의사항 등에 대해 발표하고 의견을 나눴다.","이 날 회의에서는 각 부서와 지역 본부가 모여서 1분기 동안의 사업 성과를 점검하고 2분기 계획을 발표했어요. 또한, 참석한 모든 사람들은 각 영업점과 출장소에서의 문제나 건의사항에 대해 이야기하고 의견을 나누었답니다.",이날 회의에서 각 부서와 지역 부서가 업무 보고 시간을 통해 1분기 사업 진행 상황을 점검하고 2분기 계획을 발표했어요. 참석자들은 각 영업점과 지역을 관할하는 지역에서 발생한 문제나 요청 사항에 대해 이야기하고 의견을 나누었어요.
송도 한 온라인 커뮤니티에는 이날 현재 인천지역 투기과열지구 해제 소식을 공유하는 게시글이 잇따라 올라오고 있다.,"송도에 있는 한 온라인 모임에서는 오늘 인천 지역의 투기과열지구가 해제되었다는 소식을 나누는 글이 많이 올라오고 있어요. 

(여기서 '투기과열지구'는 사람들이 집을 사려고 많이 몰리는 지역을 말해요. 해제되었다는 것은 그 규제가 없어졌다는 뜻이에요.)",송도에서 온라인 커뮤니티에 오늘 아침에 인천지역 투기과열지구 해제 소식을 공유하는 글이 많이 올라왔어요.
김병애 농업지원팀장은 “쌀값 하락 등 어려움을 겪는 농가에 공익직불금을 통해 조금이나마 도움이 되길 바란다”고 했다.,김병애 농업지원팀장은 “쌀값이 떨어져 힘든 농부들에게 공익직불금을 통해 조금이라도 도움이 되었으면 좋겠다”고 말했습니다.,김병애 농업지원팀장은 “쌀값이 떨어지고 어려운 상황에 있는 농가에 공익직불금을 통해 조금이나마 도움이 되길 바란다”고 말했습니다.
"신용보증기금 관계자는 “건물 외관 재료와 형태는 최대한 보존하고 최초 설계 의도를 반영, 강화했다”면서 “춘천시와 적극적인 협력을 통해 리모델링을 마친 만큼 고객을 위해 최선을 다하겠다”고 했다.","신용보증기금의 한 관계자는 “건물의 겉모습과 재료를 가능한 한 그대로 유지하고, 처음 계획했던 디자인을 잘 살리려고 노력했어요”라고 말했습니다. 그리고 “춘천시와 함께 열심히 협력해서 리모델링을 끝냈으니, 고객을 위해 최선을 다하겠습니다”라고 덧붙였습니다.","신용보증기금의 한 관계자는 “건물의 외관 재료와 형태는 최대한 그대로 유지하고, 처음 계획한 모습과 비슷하게 재정비했어요. 춘천시와 함께 열심히 협력해서 리모델링이 끝난 만큼, 고객님들을 위해 최선을 다하겠습니다.”라고 말했습니다."
