,ID,layout_id,scenario_id,order_inflow_15m,unique_sku_15m,avg_items_per_order,urgent_order_ratio,heavy_item_ratio,cold_chain_ratio,sku_concentration,robot_active,robot_idle,robot_charging,robot_utilization,avg_trip_distance,task_reassign_15m,battery_mean,battery_std,low_battery_ratio,charge_queue_length,avg_charge_wait,congestion_score,max_zone_density,blocked_path_15m,near_collision_15m,fault_count_15m,avg_recovery_time,replenishment_overlap,pack_utilization,manual_override_ratio,avg_delay_minutes_next_30m,warehouse_temp_avg,humidity_pct,day_of_week,external_temp_c,wind_speed_kmh,precipitation_mm,lighting_level_lux,ambient_noise_db,floor_vibration_idx,return_order_ratio,air_quality_idx,co2_level_ppm,hvac_power_kw,wms_response_time_ms,scanner_error_rate,wifi_signal_db,network_latency_ms,worker_avg_tenure_months,safety_score_monthly,label_print_queue,barcode_read_success_rate,ups_battery_pct,lighting_zone_variance,shift_hour,staff_on_floor,forklift_active_count,loading_dock_util,conveyor_speed_mps,prev_shift_volume,avg_package_weight_kg,inventory_turnover_rate,daily_forecast_accuracy,order_wave_count,pick_list_length_avg,express_lane_util,bulk_order_ratio,staging_area_util,cold_storage_temp_c,pallet_wrap_time_min,fleet_age_months_avg,maintenance_schedule_score,robot_firmware_update_days,avg_idle_duration_min,charge_efficiency_pct,battery_cycle_count_avg,agv_task_success_rate,robot_calibration_score,aisle_traffic_score,zone_temp_variance,path_optimization_score,intersection_wait_time_avg,storage_density_pct,vertical_utilization,racking_height_avg_m,cross_dock_ratio,packaging_material_cost,quality_check_rate,outbound_truck_wait_min,dock_to_stock_hours,kpi_otd_pct,backorder_ratio,shift_handover_delay_min,sort_accuracy_pct
239395,TRAIN_239395,WH_042,SC_04852,161.0,69.0,1.45,0.205,0.1304,0.1304,0.5461,41,34,0,0.5467,37.17,,58.59,17.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.478598232978732,21.11,49.1,0.0,,5.0,7.4,333.0,,0.3607,,38.5,936.0,20.8,334.0,0.0336,-73.0,28.0,38.0,,8.0,0.9714,100.0,0.5478,2.0,14.0,6.0,0.4913,,3410.0,11.21,,0.863,13.0,7.1,0.2276,0.3304,,-1.2,2.56,,,49.9,,88.8,,0.9326,90.1,25.9,2.72,79.9,3.93,0.5135,0.7832,3.26,0.2414,7.36,0.0909,22.5,5.28,75.6,0.1228,3.17,95.37
173970,TRAIN_173970,WH_166,SC_02348,,416.0,4.87,0.25,0.3777,0.3191,0.503,4,1,24,0.1379,47.17,0.0,16.43,24.28,0.7931,23.0,18.75,6.55,0.0345,0.0,0.0,0.0,0.0,0.0374,,0.0801,32.152990898914915,20.32,50.0,3.0,4.3,31.2,20.3,563.0,50.0,,0.1425,98.6,626.0,,500.0,0.0444,-55.7,36.2,99.0,62.6,0.0,0.9485,70.5,0.5821,19.0,31.0,2.0,0.4941,2.0,,9.01,3.1,0.5737,8.0,7.55,0.662,0.0816,0.6923,-2.6,,18.5,74.9,,0.18,82.7,,0.9009,75.9,7.2,1.6,74.0,1.93,0.8082,0.5831,4.49,0.3014,2.22,0.1497,16.5,6.71,92.9,0.137,3.67,95.17
110824,TRAIN_110824,WH_232,SC_03220,45.0,165.0,5.11,0.0667,0.1778,0.0667,0.2676,7,38,4,0.1429,,0.0,53.62,16.51,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607,0.063,0.957087125130365,19.07,62.7,,9.5,34.3,0.0,400.0,52.8,0.6499,0.013,62.1,596.0,,91.0,0.0216,-51.8,13.1,96.0,75.7,0.0,0.9889,52.6,0.9472,5.0,8.0,1.0,0.5148,2.65,1349.0,3.22,3.39,0.9231,7.0,12.56,0.266,0.1945,0.1303,,6.12,,92.3,1.0,12.04,89.0,56.0,0.923,81.5,7.5,1.46,76.0,3.76,0.7322,0.5063,4.6,0.3961,5.73,0.084,,4.81,92.7,0.0914,7.74,96.11
119229,TRAIN_119229,WH_035,SC_02638,38.0,43.0,2.55,0.0,0.1579,0.0263,0.2666,7,56,0,0.1111,27.43,0.0,65.46,17.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649,0.1624,0.0764,4.970868660270264,27.26,51.2,1.0,12.9,9.8,,360.0,70.9,0.3662,0.0111,36.6,475.0,19.8,260.0,0.0484,-39.9,6.7,6.0,68.2,0.0,0.9361,77.0,0.6506,,33.0,0.0,0.2546,,1469.0,8.74,2.91,0.8502,6.0,10.0,0.0482,0.1312,,-17.5,0.88,35.3,94.7,1.0,10.35,,283.0,0.8809,72.5,39.4,0.52,83.6,1.19,0.7936,0.8435,8.32,0.3873,2.44,0.0414,,6.51,91.2,0.1198,5.73,95.03
95120,TRAIN_095120,WH_069,SC_01226,131.0,64.0,1.33,0.1374,0.2137,0.0,,22,39,1,0.3548,16.97,0.0,50.79,17.16,0.0161,0.0,0.0,0.0,,0.0,0.0,,0.0,0.012,0.6823,0.061,6.56630006714189,22.73,42.9,4.0,31.2,11.8,28.4,543.0,,0.6761,0.1144,49.6,1200.0,8.7,192.0,0.0265,-77.0,25.2,45.0,94.1,0.0,0.9239,,,11.0,11.0,4.0,0.5354,2.05,2340.0,7.4,3.69,0.7095,20.0,11.54,0.7025,0.1982,0.6492,-15.0,2.69,30.7,99.6,,3.47,86.9,54.0,0.9232,80.0,37.8,0.69,86.5,4.92,0.6463,,7.53,0.2454,6.75,0.0656,20.0,1.0,87.9,0.0704,,94.7
186127,TRAIN_186127,WH_011,SC_02858,6.0,5.0,1.5,0.0,0.0,0.0,0.1635,1,65,0,0.0152,64.39,0.0,66.24,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981,0.0385,,3.793598787635946,,53.1,2.0,24.2,14.2,0.2,551.0,,,0.1397,79.8,400.0,34.6,384.0,0.0387,-60.9,,77.0,66.6,10.0,0.9,79.2,,4.0,30.0,4.0,0.4623,2.46,426.0,,2.5,0.7559,2.0,10.89,0.5387,0.2684,0.601,-10.5,1.83,46.7,84.6,1.0,5.2,91.8,268.0,0.9476,,8.0,,80.8,5.17,0.744,0.4701,4.32,0.0991,0.65,0.0799,0.5,,,0.1052,2.64,96.27
246037,TRAIN_246037,WH_037,SC_09431,105.0,14.0,1.51,0.2381,0.219,0.0571,0.8577,15,53,0,0.2206,28.64,,61.95,16.82,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8203,0.0529,3.6806495490935935,15.0,66.8,,40.0,26.2,26.6,725.0,78.9,1.0,0.15,,1001.0,32.0,500.0,0.0339,-55.5,16.2,54.0,91.9,9.0,0.9,93.0,0.8597,3.0,29.0,,,0.68,2361.0,5.91,3.87,0.769,,11.01,0.4939,0.1521,0.7559,-11.8,4.73,41.6,100.0,57.7,9.6,86.7,230.0,0.8613,92.9,8.7,1.68,,4.78,0.6922,0.8272,4.62,,,0.0915,12.2,7.94,85.4,,8.7,
2556,TRAIN_002556,WH_190,SC_08520,96.0,125.0,2.28,0.0208,0.2708,0.2396,0.4107,32,15,6,0.6038,39.5,0.0,47.0,,0.0943,0.0,0.0,25.17,0.0943,1.0,1.0,2.0,8.03,0.0141,0.375,0.1159,16.330784773394452,24.18,55.8,4.0,-3.9,44.9,25.3,315.0,,0.6942,,100.0,856.0,31.8,213.0,0.0149,-80.0,16.2,39.0,,6.0,0.9732,66.0,0.8571,5.0,,5.0,0.1993,2.52,2078.0,7.68,3.67,0.7375,17.0,10.21,0.1623,0.2666,0.2403,-17.1,3.08,10.0,83.8,53.7,7.1,,250.0,0.9139,,27.7,3.1,,2.95,0.7683,0.6782,7.22,0.0492,3.8,0.2467,17.5,4.72,88.8,0.1294,6.18,99.12
200580,TRAIN_200580,WH_195,SC_01800,51.0,40.0,1.9,0.0196,0.0196,0.0196,0.3547,6,58,0,0.0938,23.17,0.0,65.02,14.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802,0.098,6.93367056281494,27.97,69.9,4.0,19.0,29.5,29.9,495.0,64.0,,0.0252,74.5,874.0,57.9,100.0,0.0267,-46.4,22.3,,,6.0,0.9525,79.2,0.8056,8.0,30.0,1.0,0.5015,2.45,1376.0,,2.66,0.737,14.0,1.85,0.2621,0.152,0.1681,-12.2,5.95,41.2,86.5,46.2,11.22,85.6,147.0,0.8846,90.8,5.2,,77.0,0.0,,,4.94,0.175,7.26,0.2352,11.7,7.58,89.8,0.0593,0.0,100.0
147925,TRAIN_147925,WH_023,SC_08910,,38.0,8.83,0.0,0.0,0.1667,0.241,2,66,0,0.0294,15.4,0.0,70.96,17.66,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.0724,5.16797897569726,27.05,41.7,,40.0,4.5,16.0,747.0,64.6,0.6458,0.1001,,404.0,36.5,488.0,,,39.1,32.0,82.7,14.0,0.9173,71.8,0.3214,12.0,22.0,,0.1284,1.61,1520.0,6.21,1.34,0.8227,1.0,,0.3105,0.4949,,-19.5,4.9,20.5,71.5,32.8,10.29,95.7,159.0,0.8665,73.8,1.9,1.53,88.3,4.87,0.6568,0.3013,7.54,0.0044,,0.1766,,3.63,81.8,0.0971,4.77,96.2
228664,TRAIN_228664,WH_300,SC_07337,65.0,132.0,3.11,0.0308,0.1692,0.1385,0.2187,8,0,6,0.5714,114.36,,58.68,27.23,0.2143,0.0,0.0,34.54,0.5,0.0,1.0,1.0,3.24,,0.0294,,62.14603161951455,,47.5,4.0,-2.2,32.9,23.4,319.0,59.2,0.3619,0.0558,1.8,581.0,,249.0,0.0196,-50.2,27.9,79.0,64.1,5.0,0.9091,69.3,0.3673,14.0,39.0,5.0,,1.47,1774.0,4.13,3.25,0.9151,,4.48,0.3993,0.2031,0.3479,-14.4,6.26,36.3,,,1.82,90.3,188.0,0.8805,69.0,15.5,3.47,69.8,3.07,0.5168,,8.71,0.3649,0.65,0.0753,10.3,10.5,81.8,0.1169,6.64,99.12
131192,TRAIN_131192,WH_192,SC_06780,50.0,31.0,1.46,0.02,0.26,0.02,0.4118,11,5,1,0.6471,33.77,0.0,46.93,17.13,0.0,0.0,,3.68,,0.0,0.0,0.0,0.0,0.0,0.5952,0.0611,13.449644078352351,24.95,61.5,2.0,18.1,40.9,28.6,382.0,51.3,0.8118,0.1165,100.0,839.0,6.8,473.0,0.0268,-63.7,27.0,120.0,,,0.9628,50.0,1.0,9.0,19.0,3.0,0.1467,1.14,1632.0,8.2,2.35,0.7519,9.0,8.76,0.1684,0.1224,,-21.7,0.58,23.5,73.3,,6.04,86.9,203.0,0.9352,77.2,17.8,1.8,89.0,4.7,,0.6456,9.47,0.0241,4.49,0.1495,16.4,11.56,79.5,0.1226,7.57,94.27
122079,TRAIN_122079,WH_136,SC_07599,200.0,500.0,5.36,0.295,0.36,0.13,0.4529,18,0,12,0.6,97.76,0.0,33.18,19.18,0.4,0.0,0.0,67.33,0.6,3.0,1.0,5.0,9.33,,0.0,0.1965,43.49940272201022,30.0,45.0,6.0,6.3,43.7,8.1,614.0,,0.5914,0.0718,,,71.3,404.0,0.0064,-34.6,1.0,,96.4,13.0,0.994,66.3,0.6386,7.0,,4.0,0.5368,2.2,3272.0,11.96,3.5,0.7102,15.0,9.17,0.7002,0.2451,0.7094,-4.7,4.87,47.8,65.9,80.6,4.08,80.3,269.0,0.9658,85.2,33.4,2.88,64.5,2.18,,0.6783,9.5,0.0517,0.54,0.2983,4.9,,78.3,0.084,3.18,98.29
85304,TRAIN_085304,WH_173,SC_04516,46.0,29.0,1.37,0.087,,0.0217,0.235,7,45,0,0.1346,,,68.93,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0481,0.213,0.0214,10.03772440916802,,,2.0,40.0,10.7,4.5,213.0,,0.0094,0.0463,52.0,493.0,23.2,378.0,0.05,,17.7,51.0,72.7,,0.9326,65.9,0.4052,9.0,,2.0,0.129,1.54,2268.0,8.78,1.29,0.908,12.0,,0.3973,,0.5522,,3.17,31.7,99.5,40.6,4.21,81.8,320.0,0.9345,74.4,15.4,3.16,73.1,0.0,0.4872,0.8408,5.75,0.3845,4.41,0.089,10.9,3.41,94.0,0.1184,0.62,96.38
248626,TRAIN_248626,WH_140,SC_05908,234.0,82.0,1.41,0.3376,0.2607,0.2564,0.6055,31,0,6,0.8378,79.2,,59.48,16.23,0.0,0.0,0.0,89.88,0.4054,6.0,3.0,5.0,8.97,,1.0,0.2025,21.172357129356914,,,2.0,7.1,,23.1,562.0,83.6,0.95,,42.9,,49.8,334.0,0.0226,-69.7,,91.0,,12.0,,54.2,0.7799,15.0,43.0,6.0,0.6924,0.78,3121.0,5.3,2.23,0.6478,9.0,6.72,,0.1731,0.6034,-12.2,5.81,31.6,94.5,,7.64,,302.0,0.9859,,,2.23,84.6,8.92,0.7697,0.8061,5.26,0.2305,7.57,0.12,16.0,,79.2,0.1697,,96.49
75942,TRAIN_075942,WH_169,SC_05675,97.0,47.0,1.49,0.0928,0.1546,0.1134,0.5813,3,1,32,0.0833,87.2,0.0,10.73,20.51,0.8611,30.0,30.0,6.74,0.0556,0.0,0.0,0.0,0.0,0.0,0.0292,0.0422,23.31835720682771,30.0,,1.0,38.6,37.3,0.0,258.0,56.2,0.2711,,91.7,,61.6,500.0,0.0178,,42.8,68.0,64.2,14.0,0.9678,57.8,0.7607,21.0,11.0,,0.5536,1.47,2616.0,7.45,2.39,0.8423,5.0,3.43,0.1712,0.309,,-3.9,0.72,34.0,,5.5,,85.5,426.0,0.8951,82.0,33.3,,67.7,2.88,,0.9016,9.23,0.3349,6.31,0.1188,5.7,,99.1,,5.08,94.44
170325,TRAIN_170325,WH_001,SC_06576,106.0,82.0,1.46,0.217,0.2547,0.0566,0.4611,16,5,0,0.7619,9.59,0.0,64.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7852,0.0985,4.498791217867769,20.26,,1.0,,1.4,2.5,648.0,,,0.0677,58.8,513.0,65.2,186.0,0.0431,-68.0,11.2,99.0,83.9,8.0,0.9684,81.8,0.8112,0.0,,3.0,0.7131,1.97,2114.0,5.8,2.47,0.6181,18.0,11.15,0.7909,0.1691,0.3497,-15.5,5.5,,,41.8,8.88,82.4,50.0,0.9249,99.8,5.5,0.94,83.5,2.95,0.8426,0.7991,,0.1467,,0.2282,27.1,3.65,80.7,,7.03,93.93
118263,TRAIN_118263,WH_161,SC_00653,159.0,95.0,1.58,0.2642,0.1635,0.0818,0.4796,6,4,19,0.2069,43.62,0.0,36.83,30.0,0.5862,12.0,6.67,8.62,0.1034,0.0,0.0,0.0,0.0,0.0468,0.5263,0.0617,29.389671941327396,28.04,20.0,1.0,13.4,,30.0,381.0,64.0,0.4015,0.1333,11.6,787.0,69.9,209.0,0.015,-80.0,20.3,81.0,61.8,12.0,0.9714,77.8,0.4699,20.0,14.0,4.0,0.4776,2.05,2837.0,6.88,3.93,,11.0,2.0,0.6958,0.0938,0.5511,,0.85,48.7,62.7,45.7,8.27,84.8,314.0,0.8904,94.0,23.7,2.95,77.2,6.0,0.3444,0.7579,9.2,0.2268,3.51,0.0851,,4.63,81.1,0.0625,,100.0
184965,TRAIN_184965,WH_285,SC_05302,89.0,59.0,1.38,,0.1798,0.1236,0.4597,23,33,0,0.4107,99.73,0.0,54.24,17.02,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3739,0.0676,3.93752355885729,27.84,55.3,3.0,24.8,43.5,24.7,,82.2,0.0,,34.9,1036.0,43.9,314.0,0.0261,-68.1,50.0,6.0,,16.0,0.9979,70.3,0.7396,,29.0,2.0,0.3369,2.22,1299.0,3.53,2.42,0.8228,9.0,2.25,,0.0038,0.6096,-7.6,5.8,,92.5,16.5,2.64,86.8,176.0,,84.4,36.3,2.03,68.0,4.95,0.63,0.6093,6.01,0.1809,2.53,0.0939,5.0,15.95,95.0,0.0446,7.08,
125128,TRAIN_125128,WH_045,SC_03327,45.0,63.0,3.16,0.0222,0.1556,0.0444,,8,15,0,0.3478,61.23,0.0,69.94,17.16,0.0,0.0,0.0,2.17,0.0435,0.0,0.0,0.0,0.0,0.0077,,,8.140959475922767,26.18,34.5,0.0,25.8,41.3,9.3,200.0,77.1,0.3293,0.085,58.3,486.0,68.2,434.0,0.0358,-45.8,18.1,,66.6,17.0,0.9699,90.0,0.7183,14.0,11.0,,,2.33,1794.0,2.36,2.78,0.9263,,14.29,0.3775,0.232,0.1801,-21.9,1.43,16.2,88.6,4.4,5.71,98.3,152.0,0.9308,82.8,,0.8,75.6,,0.715,0.7532,10.96,0.2891,6.48,0.175,15.8,10.26,81.0,0.1193,4.82,96.83
245037,TRAIN_245037,WH_141,SC_04583,124.0,138.0,2.4,,0.1935,0.0161,0.4071,21,11,0,0.6562,,0.0,64.75,16.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.8105,0.0478,3.3591007204526915,24.42,38.3,4.0,24.2,0.0,22.0,391.0,52.6,0.611,0.1351,58.6,444.0,28.6,306.0,0.0276,-63.7,16.6,95.0,,7.0,0.9045,52.8,0.5355,3.0,17.0,7.0,0.6043,1.31,2931.0,8.99,3.1,,22.0,7.55,0.4567,0.1649,0.2259,-22.9,,30.2,,44.3,2.29,,184.0,0.9123,68.1,0.0,2.43,83.7,0.0,0.6683,0.5119,4.64,0.1212,4.78,0.1392,27.4,14.22,81.1,0.0564,3.09,99.73
160617,TRAIN_160617,WH_216,SC_08180,222.0,117.0,1.39,0.0405,0.2162,0.0586,0.4998,13,3,12,0.4643,,0.0,51.21,30.0,0.3571,1.0,0.0,47.45,0.2143,2.0,1.0,0.0,,,0.0648,0.1253,34.65183770229011,26.1,,5.0,,43.2,19.2,416.0,80.7,,0.1147,24.3,934.0,70.0,333.0,,,13.9,59.0,79.1,20.0,,51.7,0.648,6.0,35.0,,0.4043,2.59,3502.0,,1.88,0.5919,14.0,8.99,0.5185,0.004,0.5265,-22.6,4.15,24.9,77.7,34.7,2.6,,,0.8746,84.4,21.6,3.39,,2.83,0.7916,0.3402,4.26,0.3504,1.8,0.1532,13.1,17.96,94.4,0.0548,5.85,97.25
241117,TRAIN_241117,WH_009,SC_03091,74.0,85.0,,0.0,0.2432,0.027,0.3227,15,9,1,0.6,89.03,,55.87,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6218,0.054,10.441050854759128,21.43,48.7,0.0,20.1,28.3,0.5,,87.8,0.0502,,100.0,400.0,80.0,487.0,0.004,-49.8,25.9,65.0,,16.0,0.9097,50.0,0.1637,7.0,,5.0,0.3086,,3293.0,5.76,,0.76,12.0,3.16,0.084,0.1677,0.4723,-21.1,5.72,,87.9,9.3,2.73,85.6,164.0,0.9677,75.1,22.5,3.19,74.2,1.43,0.8322,0.4706,10.1,,,,18.9,4.81,92.7,0.142,4.12,99.7
207144,TRAIN_207144,WH_042,SC_04846,121.0,,3.17,,0.2975,0.2645,0.6037,32,43,0,0.4267,143.0,0.0,56.1,17.46,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.9921,0.0546,2.926586927740536,26.9,,3.0,7.7,7.1,21.2,629.0,53.3,0.6511,0.1125,11.2,947.0,38.2,500.0,0.012,-37.5,25.7,30.0,,,0.9966,55.9,0.3417,4.0,31.0,7.0,0.4384,0.89,2668.0,8.43,3.89,,,,0.4534,0.1015,0.1883,-0.7,,34.9,81.2,28.2,5.85,77.7,62.0,0.8862,73.0,33.3,2.17,65.4,2.82,0.5063,0.6887,7.37,0.3472,6.55,0.0684,19.9,15.95,90.6,0.0701,9.75,96.24
225873,TRAIN_225873,WH_271,SC_00771,82.0,76.0,1.56,0.1707,0.1829,0.1341,0.3116,14,34,0,0.2917,24.55,0.0,,16.11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.4271,0.0699,3.0248357714032763,26.24,71.2,2.0,9.4,26.8,3.9,298.0,62.0,0.9093,,93.0,887.0,,333.0,0.0281,,26.6,,84.6,3.0,,79.6,,2.0,15.0,5.0,,1.51,779.0,,1.46,0.8311,19.0,6.32,0.7287,0.0078,0.1592,-6.8,3.31,44.4,74.8,32.7,10.85,,70.0,0.9389,79.6,45.7,2.01,81.5,2.95,0.668,,4.89,0.2312,4.68,0.0676,20.3,5.2,86.7,,9.75,97.12
143812,TRAIN_143812,WH_210,SC_03612,,,1.29,0.1304,0.0725,0.1594,0.4204,10,69,0,0.1266,28.76,,60.89,17.27,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.9583,0.0411,6.2412533429618815,24.25,70.9,2.0,3.0,0.0,26.7,788.0,71.7,0.2067,0.15,16.3,1200.0,9.8,,0.0401,-53.2,38.9,69.0,99.7,,,54.6,0.2133,12.0,9.0,2.0,0.2823,1.46,2422.0,5.4,1.89,0.8852,12.0,9.87,0.6111,,0.5827,-15.0,,23.6,81.3,1.0,10.42,89.5,202.0,0.8785,90.7,35.1,,66.5,2.21,0.6976,0.595,7.83,0.3804,9.82,0.1895,28.7,8.71,88.4,0.1106,5.92,96.71
209533,TRAIN_209533,WH_106,SC_00824,61.0,136.0,4.57,0.0164,0.1475,0.082,0.4543,18,41,4,0.2857,51.54,0.0,56.83,20.02,0.0635,0.0,0.0,25.11,0.0794,0.0,1.0,0.0,0.0,0.0538,0.2216,0.0582,22.97317204441049,17.5,67.3,2.0,7.2,,9.9,209.0,78.1,0.4426,0.0345,,970.0,,259.0,0.0451,-50.5,44.9,52.0,97.7,5.0,0.979,76.2,1.0,7.0,24.0,1.0,0.4741,2.7,1938.0,11.13,3.22,,14.0,10.04,0.3627,0.3999,,-4.0,2.47,28.7,82.3,28.0,3.93,85.2,72.0,0.9549,70.9,66.3,3.5,72.5,1.13,0.7141,0.4464,4.76,0.3148,1.86,0.1469,17.4,13.18,,0.0357,1.4,99.12
136357,TRAIN_136357,WH_062,SC_04613,13.0,28.0,4.08,0.0,0.0,,,2,11,0,0.1538,20.74,0.0,,17.17,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0566,9.21820514773477,24.38,53.7,,,21.8,15.2,200.0,72.6,,0.0,33.6,461.0,25.6,500.0,,-37.9,18.2,24.0,95.0,7.0,,93.4,0.9706,12.0,12.0,1.0,0.3071,1.44,420.0,6.71,0.99,0.8594,11.0,11.35,0.1602,0.1422,0.0627,,3.52,45.6,88.7,29.4,8.6,94.4,57.0,0.894,79.7,40.8,1.71,97.8,3.27,0.7051,0.5809,,0.2402,1.25,0.2023,6.8,8.88,90.9,0.0116,2.19,98.53
126915,TRAIN_126915,WH_076,SC_04325,165.0,121.0,,0.1576,0.2545,0.0424,0.3766,6,2,5,0.4615,36.43,0.0,,18.04,0.0,0.0,0.0,6.52,0.1538,0.0,0.0,1.0,1.45,0.0485,0.0,,72.59977685264963,25.9,58.4,2.0,4.4,23.4,22.2,765.0,58.5,0.3356,0.122,96.7,870.0,62.7,393.0,0.0103,-77.1,32.1,60.0,,20.0,0.9874,72.3,0.5149,10.0,39.0,5.0,0.3826,2.02,2564.0,11.5,2.07,0.7128,19.0,8.54,0.3353,0.0997,0.4176,-15.5,5.92,,81.3,57.9,5.0,98.6,272.0,,79.4,33.2,,74.5,1.83,0.6868,0.4475,11.03,0.2454,4.62,0.1214,1.5,13.8,86.8,0.1189,9.75,95.45
35724,TRAIN_035724,WH_297,SC_07745,12.0,,7.75,0.0,0.1667,0.5,0.3604,3,25,2,0.1,51.97,0.0,46.9,15.41,0.0333,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0373,0.0574,0.0132,0.637450767907233,16.01,41.9,1.0,,,12.7,686.0,50.0,0.7747,0.0208,28.6,750.0,,50.0,0.05,-75.6,35.8,69.0,90.0,12.0,0.9,65.4,0.6832,18.0,24.0,0.0,0.2084,2.94,2574.0,6.38,2.73,0.8863,17.0,,0.321,0.379,0.1322,,6.25,26.6,,40.0,3.4,95.7,,0.8991,72.6,1.3,0.0,70.3,3.47,0.5045,0.5711,7.48,0.071,,0.1809,13.9,,98.9,0.1358,6.42,98.28
224512,TRAIN_224512,WH_173,SC_04542,6.0,,2.5,0.0,0.0,0.1667,0.2508,1,51,0,0.0192,14.41,0.0,64.84,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0979,7.1575821184734,,66.0,5.0,4.6,50.0,21.7,,80.0,0.4659,0.1124,47.0,1135.0,79.0,315.0,,-46.0,7.7,26.0,60.0,15.0,0.9812,56.0,0.0989,4.0,16.0,0.0,0.2245,1.46,,7.12,2.05,0.9408,16.0,5.26,0.0925,0.1635,0.4968,-15.2,4.46,47.4,91.0,1.0,8.37,98.4,147.0,0.8687,78.7,55.0,2.03,,3.29,0.6214,0.511,6.6,0.2187,0.64,0.2025,4.8,6.59,89.8,0.0808,9.57,99.17
212936,TRAIN_212936,WH_158,SC_07971,,19.0,,0.125,0.2386,0.2955,0.8933,15,62,0,0.1948,53.63,0.0,68.11,17.19,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0514,1.0,0.0701,0.0,20.93,,0.0,17.4,16.9,,446.0,81.7,0.0,0.1191,97.1,964.0,47.0,457.0,0.0028,-46.1,5.3,6.0,78.5,,0.9691,91.7,0.3528,0.0,35.0,5.0,0.4781,1.23,1666.0,,4.85,0.89,18.0,12.97,0.6888,,0.7603,2.5,1.42,38.1,,4.9,9.38,88.1,112.0,,77.8,21.4,1.99,82.5,2.73,0.4684,0.2241,9.98,0.2809,7.86,0.098,,,82.8,0.1601,5.59,93.68
74905,TRAIN_074905,WH_092,SC_06940,,17.0,7.8,0.0,0.0,0.0,0.2771,3,27,0,0.1,64.76,0.0,68.64,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0292,0.0257,0.5636955483347529,16.56,23.4,3.0,28.7,,,481.0,70.5,,0.001,2.6,763.0,18.1,349.0,0.0461,-74.0,28.6,17.0,92.8,8.0,0.92,86.4,0.3207,,16.0,5.0,0.215,2.97,,8.21,3.32,0.8727,18.0,17.22,0.2564,,0.3186,-17.4,6.65,10.7,89.4,10.4,2.93,99.3,184.0,0.8732,,9.7,2.05,82.2,4.74,0.412,0.4989,4.85,0.2607,6.19,0.0655,,5.98,86.0,0.0829,1.82,96.89
247079,TRAIN_247079,WH_076,SC_04344,23.0,63.0,5.61,0.0,0.3043,0.0435,0.4795,9,0,4,0.6923,42.55,0.0,52.45,17.72,0.0769,0.0,0.0,10.87,0.2308,1.0,2.0,4.0,9.42,0.0157,0.1696,0.0837,33.35148617381342,25.67,20.0,1.0,8.1,48.7,5.0,577.0,65.8,0.5436,0.0549,,1100.0,23.2,287.0,0.0278,,20.4,49.0,,8.0,1.0,93.0,0.7487,,,4.0,,,,6.84,1.51,0.7239,10.0,6.52,0.0,0.4231,0.3413,-14.1,6.41,18.1,98.3,52.0,4.06,,215.0,0.9756,93.8,25.6,1.69,77.5,4.31,,0.6281,11.03,0.1294,3.45,0.0648,12.0,4.06,85.8,0.0843,3.72,93.83
148236,TRAIN_148236,WH_040,SC_07854,67.0,77.0,2.7,0.0448,0.1791,0.0746,,9,38,0,0.1915,35.02,0.0,63.79,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0576,0.2351,0.0907,3.20206419197194,24.25,31.8,,23.4,0.0,11.9,398.0,59.8,0.1445,,79.5,,80.0,146.0,0.0441,-46.5,50.0,83.0,63.8,13.0,0.977,90.2,0.9145,5.0,13.0,6.0,0.1023,2.76,2733.0,3.44,2.56,0.8158,20.0,13.6,0.2275,0.2222,0.598,-17.5,0.93,10.4,,51.2,9.52,87.6,171.0,0.9438,,55.0,0.64,70.0,2.44,0.7811,0.4631,5.0,0.1499,6.49,0.1276,3.2,9.48,85.9,0.0989,9.52,94.63
